text,label
With Pep Squad receiving an average of 47 on IMDbcom no wonder Steve Balderson slanders this website so But the fact is that Pep Squad is a poorly crafted black comedy both words in quotation marks for a reason Its a movie full of overacting Cherry Beths Mother coupled with a couple of lethargic performances Beth and Julies boyfriend A movie where you can follow cars from twenty feet away in a gaudy red Jeep and never be noticed A movie chock full of notsoappetizing cleavage and nudity shots that make you wonder Does the director think this is funny Or clever Most of all the characters are so paperthin and poorly developed that the film becomes quite unpredictable but probably not on purpose Pep Squad cant decide whether to be a comedy or a drama or a satire patriotic music I get it The movie fails at being serious because the idea of killing for any school position this being Prom Queen crosses the line into insanity not to mention shots of flag burning and driveby shootings a poor attempt at being controversial and edgy and fails at being a comedy for all the forced and awkwardly placed jokes big butt mama funky black principal and excessive cussing delivered poorly by the principal cast Watching the documentary Wamego Making Movies Anywhere only made this film more cringeworthy with praise lauded towards it by the director and the directors father hmmmmmm Not a black comedy or anything for that matter I guess Kansas will have to wait,0
Although the casting for this film was admirable particularly Dianne Keaton and Tom Everett Scott the quality of the writing was so poor that it would be impossible for any actor or director to make this film worth watchingMy wife and I decided that the reason we watched the entire film was that it was like a train wreck and it was almost impossible to turn away It may have been that we hoped that the message would eventually make itself apparent and that we would be able to glean some meaning from this effort Unfortunately this did not happenOf course the audience may have been able to make sense of this convoluted tale a credit to the ingenuity of the human brain to make sense of the absurd The writers however did NOTHING to facilitate this innate need we seem to have for finding meaningIt was apparent that those involved were simply going through the motions of their respective crafts and that any intrinsic passion for the characters or the story was either secondary or nonexistentUnfortunately madeforTV movies have seemed to devolve over the years Whereas communicating a message to the audience may to have been the primary interest of the writers in the past presentday writers and producers seem condescending to their audience concentrating primarily on manipulating us to staytuned through the incessant advertising which seems to be the only reason movies such as Surrender Dorothy are made,0
Well well well As good as John Carpenters season 1 outing in Masters of Horror was this is the complete opposite He certainly proved he was still a master of horror with Cigarette Burns but ProLife is perhaps the worst I have seen from himIts stupid totally devoid of creepy atmosphere and tension and it overstays its welcome despite the lessthananhour running time The script is nonsense the characters are irritable and unappealing and the conclusion is beyond absurdAnd for those suckers who actually bought the DVD one of them being me did you see how Carpenter describes the film Hes actually proud of it and he talks about it as his best work for a long time and he praises the script And in the commentary track where he notices an obvious screw up that made it to the final cut he just says he didnt feel it essential to rectify the mistake and he just let it be there I fear the old master has completely lost his touch I sincerely hope Im proved wrongI want to leave on a positive note and mention that the creature effects are awesome though Technically speaking this film is top notch with effective lighting schemes and make up effects,0
My friends and I saw the movie last night in Austin at a showing for AGLIFF a film festival This movie was one of the best Ive seen this year It was a great comedy very original and heartfelt and FUNNY AS HELL Everyone in the audience was laughing throughout the entire movie Texas is a big state with LOTS of small towns and of course plenty of teenagers who grew up as fat girls I know a lot of people will relate to this film on a personal level Ashley Fink and Robin de Jesus were awesome they were so great in these rolls it was like the script was written with them in mind And speaking of the script it was very well written very believable and Ash is a great actor his facial expressions alone made me giggle It IS an independent film but dont let that fool youIts a good one Seeing this caliber of work from someone so young is truly inspiring,1
Ive seen comments from Turkish people which Im not saying this movie is fantastic and accurately portrays Turkish life All I have to say is Turkey must be one of the most boring and depressing places in the world because in my opinion that is exactly what this movie was to me If I were Turkish I think it would have had a greater impact But if youre not from Turkey I would advise you not to waste two hours of your life on thisDistant seems to lag on forever Many scenes are painstakingly long with little or no purpose I dont understand the directors objectives in even including many of the scenes It is pointed out that the director used his own car apartment and friends in making the movieWell guess what It shows It looks low budget The acting is poor If its a cultural thing then so be it I just dont understand the purpose of basing a movie on this story Its unbelievably boring,0
I use IMDB very much Mainly reading comments of other people about movies Ive or not seen Ive thought it was time to write a few words about this movie that changed my life and the way I look a movie I think I have seen it at least a dozen times since autumn 94 when I saw it in the theatre for the first timeI feel Kieslowski is one of the best directors of all time And I think this is his best one It was his last one I was very sad the day I knew he has died because sure we lost the chance to get something more from himRED is just the best Kieslowski incredibile performance by Trintignant Jacob cinematography by Sobocinski If you havent seen it LOOK FOR it If you have just come back to itRed just a masterpiece please forgive my poor English reader,1
Some weeks ago at a movie theater I saw a movie poster of El Padrino 2004 with the tag The Latin Godfather How lame have we become I thought Latin just because he is a Mexican Let me remind you that ANYTHING Latin comes from or is related to Latium Italy So the original guy in the Godfather movie is more Latin than the Mexican Godfather and this is why We are called LatinAmerican people because we speak Spanish a language based in the Latin language that originated in Rome now Italy So to place a tag in a movie poster like The Latin Godfather is not just ignorant of course if we are trying to related this movie to the original Godfather but a desperate and uncreative attempt to get some credit by copying the title of a movie classic Now about the movie I just hate overacting so from 1 to 10 I guess is 3 the most,0
I happened upon this by chance I was at my friends house and he had just started watching it so I sat down thinking we would shoot the breeze whilst this was playing in the background However within seconds I was immersed in this docudrama and we both spent the rest of the time completely focused on this and not saying a word to each other I never knew the tale of the the first solo around the world yacht race let alone the tragic events of one mans attempt against the odds which set out to be his redemption for all of his misfortunes in life but ultimately ends up becoming an example of them Having not known of the story I did watch this with the same fervor as I imagine those who were reading about the race at the time it actually was happening engulfed in what was taking place and eager for more information hoping the lone amateur was going to pull it off against the odds and beat the pros which makes the shocking twists of the story all the more tragic I felt like I was living the storyThe story is told with great care and the interviewees have clearly had time to reflect on the tragedy which gives great insights but is also contrasted nicely by the archive footage of interviews at the time of the tragedy the recordings and photographs of the lone sailors is also excellently used and the insights into the minds of the sailors and how solitude was affecting them was superbIm shocked that this story isnt more widely known or has been turned into a movie but also thankful Thankful that we have this dramadocumentary to tell the tale from those who knew the man instead of some wishywashy movie adaptation and thankful that I caught this gem of a film by pure chance Its a must see whether you like documentaries or not,1
There was a time when Michael Jackson was revered as the King of Pop Then came a time when he attracted negative publicity as much as lemonade attracts wasps Finally it is now the time that we feel truly sorry for this manThis movie is another reason to I promised a rabid Michael Jackson fan to watch it with her You know the type of fan someone who tells him or herself to like everything the object of affection ever did While watching this movie which she had seen twice already I realized how far this fandom goes Probably far enough to rate this movie above a 110 as some people miraculously didThe movie attempts to be a parody of many other movies and series most notably Cast Away Lost and Jurassic Park Unfortunately it fails miserably at any level The acting does not save the absolutely horrible story the filming has the quality of a toooften played video tape the special effects were better executed in Be Kind Rewind for those who do not now this movie with aluminum foil All this would be funny if the movie managed to be well funny Unfortunately it is not It hurts to watch thisAnd then there is Michael Jacksons appearance in this garbage He appears on a projection screen to deliver an important message and manages to come across as mobile as Jabba the Hutt and as serious as a 4year old Just when I thought who is the terrible person that lured this poor man into participating in this movie and yet again making a total fool of himself I finally reached the ending credits and discovered that the movie was actually partially shot at Jacksons Neverland ranch In other words He Likes ItThis movie and Jacksons involvement in it is truly disturbing Do not watch it even for the haha a movie in the IMDb Bottom 100 effect Or be warned,0
Its difficult to put into words the almost seething hatred I have of this film But Ill tryEvery other word was an expletive the sex scenes were uncomfortable drugs were rampant and stereotyping was beyond the norm if not offensive to ItalianAmericansIm not saying the acting was terrible because Leguizamo Sorvino Brody Espisito et al performed well Butalmost every character in the film I despised Not since The Bonfire of the Vanities have I disliked every character on screen,0
Worst film ever this is a statement that people here on IMDb often throw around Whether its an Uwe Boll movie bad classics like Manos The Hands Of Fate or the latest no brains summer action fest from Michael Bay people are often quick to jump to the sudden conclusion that on the board theyre posting that there is nothing worse in the movie worldI envy these people because theyre blissfully ignorant and unaware of how deep the rabbit hole of crap movie making really goes There are films out there so bad so hideous so unintentionally hilarious and so ridiculous that cults form around them to celebrate their awfulness and their discussion boards are the kindest places on the internet due to everyone agreeing unanimously that said film is really that badLadies and Gentlemen i present to you Ben and Arthur an 85 minute gay epic that is so utterly bad that its a lot like a violent car crash you know its awful but you cant stop looking at it The brainchild of self proclaimed hollywood actor director and may i add beached whale Sam Mraovich this film is legendarily terrible Let me give you a hint of how ego driven this project was Mr Mraovich not only directed this film he wrote it produced it executive produced it scored it edited it and then finally starred in it This is a man so blinded by his own ego and so believing of his non existent genius that like someone with an ugly child he fails to recognise just how catastrophic his bastard creation really isEverything in this film fails on an epic level the acting is the worst you will ever witness the plot is the most ridiculous the editing and cinematography is the most amateur and even the music is like nails on a chalkboard Im aware ive gone on a bit of a tangent here but please believe me that this film is really as bad as i describe it i would say this film is horse crap squished into a film reel but the truth is it wasnt even shot on film it was shot on a digital camcorder not much better than the one sitting in your closet right now gathering dust Dont get me wrong i forgive low budgets for films provided the concept is interesting for example as much as i disliked it The Blair Witch Project proved that low budgets can still lead to an atmospheric interesting film Ben and Arthur does not have a good concept to fall back on even if this film was shot on a budget of 20 million with Hollywoods finest actors it would still suck the plot is that atrocious and the characters are even worse One of the main characters Arthur who is portrayed by non other than Sam Mraovich is one of the most whiny loathsome little turds ever put in a film Youll dislike him within 5 minutes of the start of the film and by the end of the film that hate will have turned into outright loathing Apparently Mr Mraovich forgot that were supposed to root for the heroI dont want to spoil all the gut busting hilarity youll experience watching this film which i urge you not to pay for so i will give you two tame mild examples of how stupid this film is tame and mild as in amongst the least offending mistakes in the movie In one cut we hear one of the main characters say how they know a good lawyer and will give HIM a call the shot fades out then fades back in and this HIM they spoke of earlier is actually a woman quite a spectacular mistake to make in post production i think The second is simple seconds after seeing this transsexual lawyer the characters are told to fly to Vermont we then cut to a shot of a plane landing amongst palm trees in a sunny area Ive never been to Vermont personally but im certain you wont find any palm trees thereImagine this kind of stupid amateur inconsistency stretched to nearly an hour and a half combined with ridiculous dialogue and plot and then multiply it by 10 and it still wont fully prepare you for Ben and Arthur Imagine the absolute worst film youve seen in your life and imagine it being even worse and you still wont be on the same level as Ben and Arthur this film is really that badHowever we should be glad in a way films like this are a true rarity They give us hope that one day we can become film makers ourselves or that we can be screenwriters Simply because well have a new found sense of confidence due to the fact that well know that nothing we produce no matter how amateur could be as much of a suck fest as thisThe real worst movie of all time has finally been discovered and it is called Ben and Arthur,0
In Red Letters Coyote is at the vortex of as a college professor who writes to a female prison inmate and gets more than he bargained for There are two reasons to watch this flickKinski is one and Piven the other although its difficult for their sparks to shine in such a complete directorial disaster Everything is wrong with Red Lettersconvoluted lousy screenplay camera editing and most of all acting which is subpar for Coyote etc Battersby has taken a story with potential and turned it into a seriously flawed and amateurish flick not worth the time,0
Piece of subtle art Maybe a masterpiece Doubtlessly a special story about the ambiguity of existence Tale in Kafka style about impossibility of victory or surviving in a perpetual strange world The life is in this film only exercise of adaptation Lesson about limits and original sin about the frailty of innocence and error of his waysLeopold Kessle is another Joseph K Images of Trial and same ambiguous woman And Europa is symbol of basic crisis who has many aspects like chimeric wars or unavailing search of truthessencegolden ageMethaphor or parable the movie is history of disappointeds evolution War peace business or lie are only details of gelatintime Hypocrisy is a mask Love a convention The sacrifice only method to hope understanding a painful reality,1
I must say I found this movie very disappointing Yes I know Maltin gave it 3 12 and others think very highly of it But well the opera sequences were godawful I take it Jeannete MacDonald is an acquired taste Yes in the short sequences I have seen her with Nelson Eddy she is immensely preferable to him But on her ownGod I dislike opera and despise operetta and she is basically intolerable At one point I had to cover my ears Gable is just OK and Tracy is thrown away The plot is annoying in the JM never simply tells Gable she loves him and the opera and why cant she do both Instead she suffers silently or not so with the compromises she makes The supporting cast is distinctly unmemorable Besides the star three and Jack Holt and I suppose his mother they all are just background and forgettable The EQ sequence is the only thing that saves the movie And just Yes it is fairly spectacular and moving But the oh God is great seems very contrived I immensely prefer In Old Chicago as far as old time disaster spectaculars go Spare yourself on this one,0
Okay its too long and its too satisfied with itself Still The Great Dictator is a fascinating movie Chaplin does a terrific job satirizing Hitler and trying to portray the oppression of the Jews in Nazi Germany this was before the concentration camps were common knowledge Not a Chaplin masterpiece but still worth seeing,1
This is the only Christopher Guest movie that rivals Spinal Tap and Princess Bride for sheer entertainment value but somehow never gets near the recognition The plot surrounds the contestantsdogsand their owners as they venture into the world of competitive dogOK its about a dog show The owners truly are characters as one would have to be to be so attached to their dogs Thats really all there is to it but that makes it funny enoughYoud never be able to convince me that a mockumentary about dog shows would be funny prior to catching the hilarious scene where Levy and Ohara visit Larry Millers house on TVbut thats really all it takes to convert any doubters Spinal Tap was nonstop hilarity joke after joke whereas Best in Show was had a few more lulls and by that I mean say 3 minute at MOST where something riotously funny doesnt happen but the big laughs are even biggerThe casting in this one is great and even the typically out of place in uh movies in general Parker Posey does a fine job In fact her tirade directed at Ed Begley Jr and a pet store owner over a lost dog toy is probably the funniest running gag of the filmWhats amazing about this movie to me is how the writers somehow managed to weave a plot simple as it was around these great jokes so that it actually felt like it had direction I guess theres a freedom in having such a minimal plot Everyones role is pretty well crafted here and the characters are rarely overthetop The realism of how pathetic they seem to the outsider is what makes it funnier than Mighty Wind or the uneven Guffman I actually encounter wierdos like this now and then If you like Guests stuff at all you should definitely own this one,1
Ive seen worse which is a backhanded way of saying how crummy this film was The plot is ridiculous a student shoots a police officer and five more take him hostage In a dimlylit smoky New York school and somehow this clichd hostage situation takes 24 hours to resolve Are you serious A daylong hostage situation with a wounded NYPD officer no less takes all day I realize this film was made pre911 but still I looked at the clock and wondered how they could possibly drag this overdone plot on for another hour and 10 minutesThe acting was mediocre at best allaround and the characters were seemingly thought up by 7th graders The childabuse kid the pregnant scared girl the violent gang wannabe a confused unfortunate victim the wisecracking white guy PleaseTrying to make this hostage situation into a mission for more textbooks and better school conditions Please this is a weak attempt to justify writing a movie about a kid who shoots a cop Theyre confused ignorant idiots who get involved in a dumb farfetched situation Dont try and paint them suddenly as noble The most laughable is Ziggy who lives in the schools attic and admires Michaelangelo so much so that he paints these striking scenes on the walls Youve got to be kidding meThe no racism signs in the protesting crowd A black kid shoots a black cop and a black negotiator tries to patch it all up This is a random messageI understand the overall message which was poorly portrayed albeit by some actors who have gone on to respectable careersThis was a joke though the red sniper lasers on the roof The worst scene was the kid fake snow falling dying in the arms of his buddy on the roof promise me etc How originalThe epilogue of I went to prison but now Im prelaw at XYZ University a fitting way to end a joke of a movie,0
The movie is actually too slow There are some nice images but it cannot outweigh the fact that the movie is in fact boring You see a sexual intercourse a lot of watermelons and a sexual intercourse while eating a melon and maybe a little bit more It may sound even interesting to someone but believe me to watch it for 2 hours isnt fun at all Though you laugh several times but its really not enough and it may be more out of despair and disbelieve than out of fun To disturb the boredom director tries to put few movie videoclips into the movie They are really colorful clips of absurd songs maybe from the 50s but its hard to say exactly and they are trying to be funny so hard that its really sad Several times you have a feeling that the plot could evolve into something that a powerful scene is being created but at the end it just somehow evaporates and thats it Beside the clips there are hardly any dialogs let alone music The director is trying to be original and artistic at all cost Personally I cannot recommend the movie I believe that art is something that shouldnt be boring During the projection there was yawning all around the cinema which just corroborates my short review,0
Hope the summary line wont irritate you that much its a little homage to the Chappelle ShowCharlie Murphy but also to the character Daywalker But Ill try to put all the things I liked about the movie in one paragraph and everything I didnt like in another paragraph so it will be easier to read Lets start with the good things The quote strong bloody violence which is used by rating boards to describe the content of a movie does fit here very well This is not a movie for kids Or for the faint of hearted It has Blade as a central character Wesley Snipes is phenomenal and a crazy enough story thread to holdjustify the action scenes The original idea is also very engaging and intelligent The action scenes are great here tooOK over to the things I didnt like The overall story is too thin Its enough as Ive written above to hold the action scenes together but there could be more And a character like Blade deserves more imo The drama therefor isnt the best also its use of clichs doesnt help Some characters are underwritten Thats that o,1
Well the plot is entertaining but it is full of goof To summarize things up copdad badly wants to save his son from cancer but the only way is by getting the transplant from the criminalMichael Keatonwell criminal agrees BUT escaped in the hospital while the transplant was going on and the police and the copdad is not allowed to shoot at the criminal in order to save his son dead criminalno transplantdead sonwell the police in this movie doesnt have a brain in case they never heard of a TAZER to knock off the criminal without killing him end of movie as simple as thatBut it when all crazy and stupid including the death of 2cops and a few doctor getting burned up pretty badly,0
I really dont get all the adulation that this film has received Its mawkish unnecessarily manipulative and dodges many of the big issues ie Nashs affairs and his predilection for having sex with men in public places That I suppose in the context of a commercial Hollywood film is just about tolerable but whats with all the praise for Russell Crowes performance The man just seems to shuffle about clutching his briefcase and wearing a grungy hat and somehow that seems to qualify as fine acting Anyone who has ever known a person with mental health problems will realise that Crowes performance is little short of caricature It is also rather offensive And dare I say just on the right side of being truly terrible,0
This movie was a big disappointment The plot sounded great about a halfhuman halfleopard creature in Africa that becomes the subject of a documentary by young American adults When many of the crew members are found dead the 2 survivors are taken into questioning I wouldnt even call this a horror movie since most of the movie is actually about the misadventures of the aforementioned narcissistic 20somethings which include sex and smoking animal dung to get high isnt as entertaining as it soundstrust me You rarely get to see the creature and the main actor who also happens to be the director screen writer editor and producer is incredibly annoyingI was finally so annoyed by the neverending dialogue that I fastforwarded to the end I had guessed the ending in less than 10 minutes into the movieand I was right Thus this awful movie is utterly predictable tooas if it wasnt bad enough Moral of the story avoid movies that are acted directed edited produced and written by the same nobody And avoid this movie unless held at gunpoint,0
I normally love Jackie Chan movies but this one was terrible There are only 2 or 3 fight scenes all of which are up to normal standard more or less The bad thing about this movie is it focuses a lot on car chasingracing The car chase isnt so bad though not as exciting as fighting but the car racing at the end is exceptionally boring Basically it takes all of things that make a Jackie Chan film a Jackie Chan film and leaves out everything except Jackie Chan Even the traditional outtakes at the end lack their usual humourI suppose to a certain extent it was made worse by the fact I saw one of those horrible dubbed versions I usually try to see the subtitled versionI wish I could understand ChineseIve only seen one Jackie film worse that this one and that was one of his early forays into Hollywood films that didnt turn out so wellAvoid unless really curious or a lover of motor sports,0
The Best Bit When the dull mobster Nicholas Turturro calls out to the runaway Matthew Modine Shane Come Back Shane and when the older wise guy asks him What Are You Doing he replays simply Enjoying My Time Actually like me at the moment The Most Creepy Part Ive been wondering all the time of watching where did I see that girl before where where Till I found out while the closing credits OHH MY GOD Shes Elizabeth Berkley From the showgirls fiasco But I just couldnt recognize her with her clothes on To tell you the truth I felt a brief tremor Shes really cute and nice but maybe Hollywood had no mercy at all The Most Sexy Bit When Berkley says Do You Mean The Stuff Which Gives You A Boner The Most Dull Thing The retarded assistant after a day and a night in the back of the car is still alive and healthy at the end moreover the Mexican smuggler took 3 bullets at the same car and hes not dead either The Most Ugly Thing All of those murdered people as well as the numerous F ward to a boring extent The Most Beautiful Thing The crazy clever script with all the funny characters and the tumultuous situations the acting looked sweet also especially from Paul Rodriguez who stole the show for as he had the best dialogue Also The Most Disappointing Thing Although the direction didnt mess about the storys wittiness at all but in the same time it didnt give it a unique touch a matchless signature some kind of insane hilarity like the one in the story itself However maybe the low production wronged it well And of course the easy tasteless music which could be like that because of cheap production too The Most Confusing Part Matthew Modine is a talented guy but what did he do exactly to be out of Hollywoods A list of stars What could possibly be the thing he made or didnt make to end up in light independent jest like The Shipment The Most Absent Scene Where did Jose the Mexican smuggler go at last I thought that well see him again at the end smuggling once more as the surviving little criminal who in a brief gimmick like this could materialize the continuous disorder of such a world The Most Question I had After The End When well see The Shipment 2 As Im so eager to see that fine small comic hurlyburly atmosphere again These were my own answers If you interested in giving answers of your own for this questionnaire please EMail me,1
Lolita is a rebel and shes going to share to our wide open eyes some little sex stories between scifi and fantasy Well this Surrender Cinema production is not very good very bad acting horrifying music and a story line without any story and any line BUT the sex scenes are pretty well done lot of lesbian scenes and Jacqueline Lovell as beautiful as in The Exotic House Of Wax offer to us a very good final and very hot strip show For Lovells fans only,0
This movie was the slowest and most boring so called horror that I have ever seen I would include a comment on the plot but there was none I do not recommend this movie unless you are prepared for the biggest waste of money and time of your life,0
I saw this when it came out in theaters back in 1996 I remember I was already familiar with Elijah Woods work thats right he made stuff before Lord of the Rings and the merchandising tieins to the film were pretty abundant Flipper water guns were even circulatingAdults were reminded of the old movies and TV show and for nostalgias sake took their kids to see it who were excited because it was a movie about a dolphin and a stupid boyUnfortunately it wasnt what anyone expected and flopped severely You know a movies in trouble when a boy swims away from a Hammerhead shark in the middle of the ocean and a pack of dolphins scare the shark away and the kid instead of getting out of the water into a boat floats in the water for five minutes thanking his dolphin for saving him apparently he hasnt taken into mind that the shark is still out there perhaps even below himAnother problem is Paul Hogan He looks old crusty and tired of recycling his Croc Dundee shtick By now no one even remembered Crocodile Dundee much less Hogan and I half expected him to suddenly start pretending he didnt know what a hair dryer was for the sake of fishoutofwatersocialsatire laughsAll in all this is a really poor family movie that is amateurish and almost hard to watch at times I hated it when I saw it in theaters back in 96 and I hate it more now,0
Ben Stryker an exgreen beret stops off at a little town called Agua Dolee to visit an old friend Tick Rand Soon after riding into town on his Suzuki and settling in A motorcycle gang known as The Savages whos led by tyrant Pigiron invade and finally take over the place Stryker doesnt want to get involved but that changes when he friends become the actual targetsIs there anything good to say about this scuzzy item Tough call as the only fundamental reason to watch this lowbudget car wreck is for the tremendous bcast the crew managed to get hold off for this project While I dont think its a complete botch job its not terribly good either Now what a cast Lance Henriksen being the main character he strangely doesnt have top billing but the final one Karen Black George Kennedy Richard Lynch Bill Forsythe Mickey Jones and Leo Gordon Now what went wrong with this scummy lowbudget bungle The shallowness of the material is too onedimensional that it heavily borrows ideas from better movies namely Mad Max and comes up with a complete mess of ideas that just dont gel and could have been better thought out The clichs that are used can be manipulated into a good viewing despite being predictable but Savage Dawn seems to let it skimpily rush all by without letting the viewer soak it all up The cast are mostly wasted in nothing roles A bleachedblonde Henriksen is capably solid and even with his commending presence that provides an enigmatic glow to his character He doesnt get up to hell of a lot and sometimes goes missing in action Too much sideline action but when he did kick some bikers ass the good times flowed Karen Blacks hissing performance is a very odd one and is all about the screaming and cursing Although she does get into one memorable catfight with Claudia Udys flirtatious vixen character Katie A wheelchair bound George Kennedy roams around aimlessly until the final assault and Richard Lynch looks embarrassed as a wayward priest town mayor in a very redundant role An on edge Bill Forsythe simply chews it up as the head honcho of the notorious biker packThe junky story written by William Milling and Max Bloom has that cheesy comic book getup and very much is influenced by the western genre Just look at the villains for that How they came up with their names is mystery Maybe they drew them out of a hat Its pretty second rate material that more often moves onto one lacklustre scene after another Unfunny comical elements are chucked in and as well a bit of sleaze Tacky exploitation that doesnt get gritty enough and the deaths are quite laughable A clumsy script is filled convoluted details and unbearable trite Simon Nuchterns spotty direction was by the numbers and tepidly laid out One or two intense scenes cant makeup for its tortoiselike pacing and many cackhanded stunts The cardboard sets had down n dirty look but lack that organic sense The gravellike cinematography by Gerald Feil was better handled when the main focus wasnt on the town but on the desolate backdrop like the beginning and ending climax of the film with some neat camera touches Pino Donaggios clunky music choices are drowned out by its own incompetenceSavage Dawn is a forgettable quickie midnight movie thats a definite misfire for most part There are better and more convincing exercises of the same ilk out there,0
I really liked this film All three starsConneryFishburne and Underwood give credible performancesand Harris is enjoyably over the top The lighting and shot angles in some of Harris scenes make his face look truly diabolical The surprising turn of plot at the end makes it interesting Not a great movie but an enjoyable one I gave it 7 of 10,1
CAROLS JOURNEY is a pleasure to watch for so many reasons The acting of Clara Lago is simply amazing for someone so young and she is one of those special actors who can say say much with facial expressions Director Imanol Urbibe presents a tight and controlled film with no break in continuity thereby propelling the plot at a steady pace with just enough suspense to keep one wondering what the nest scene will bring The screenplay of Angel Garcia Roldan is story telling at its best which it seems if the major purpose for films after all The plot is unpredictable yet the events as they unravel are completely logical Perhaps the best feature of this film if to tell a story of the Spanish Civil War as it affected the people It was a major event of the 20th century yet hardly any Americans know of it In fact in 40 years of university teaching I averaged about one student a semester who had even heard of it much less any who could say anything comprehensive about itand the overwhelming number of students were merit scholars all of which speaks to the enormous amount of censorship in American education So in one way this film is a good way to begin a study of that event keeping in mind that when one thread is pulled a great deal of history is unraveled The appreciation of this film is therefore in direct relation to the amount of ones knowledge To view this film as another coming of age movie is the miss the movie completely The Left Elbow Index considers seven aspects of film acting production sets character development plot dialogue film continuity and artistryon a scale for 10 for very good 5 for average and 1 for needs help CAROLS JOURNEY is above average on all counts excepting dialogue which is rated as average The LEI average for this film is 93 raised to a 10 when equated to the IMDb scale I highly recommend this film for all ages,1
The master of movie spectacle Cecil B De Mille goes West Using three legends of the old west as its protagonists they probably never metGary Cooper is portraying Wild Bill HickockJames Ellison as Buffalo Bill and Jean Arthur does make a nice Calamity Jane The story serves only for De Mille to hang some marvelous action sequences on like the big Indian attackScenes like that are extremely well doneIf you dont mind the somewhat overthetop performances of the cast this is an very entertaining westernLook out for a very young Anthony Quinn essaying the role of an Indian brave who participated at the battle of Little Big HornThis part got him at least noticed in Hollywood,1
When I learned of Sir Alec Guinness death this was the first of his many films I thought of reseeing What a wonderful droll commentary the film provides even after all these years And Guinness helps to weave the charm into every frame His eyes and face are as luminous as that white suit he wears Both he and the film have to be considered lifetime favorites,1
When I was six yo I learned about a series called Los Campeones and even if I was just a kid I did everything I need to convince my parents to let me watch The Champions and the Avengers once every week I think that was the Golden Age of English series I already own the complete cycle of The Prisoner but lasted also a few years later with The Tomorrow People the Worst Witch I just me or this is Harry Potter in girl of course before As much as I want The Campions to be in Zone 1 or Zone 4 Im also waiting for Dr Who pack the whole series in a set of uhm maybe 300 DVDs please I couldnt expend more for it 8 People of Tomorrow and several other low budget but great stories to be available within my reached zones I speak and understand English but not all my relatives do including my parents whom introduced me into these great stories I hope someday someone could feel the attraction of these series and then could sell them as I originally view them Dubbed or subtitled but in the same format I saw them Remember Zone 1 or 4 are OK with my TV set,1
I first rented this movie on the infamous day of September 11 2001 Since then Ive seen it a number of times My only complaint is that its too short Strangeland wouldve be a complete piece of horror art at two hours As it stands the running time is only an hour and a halfExTwisted Sister member Dee Snider wrote produced and stars in this 1998 shockfest set in a small Colorado town He plays Carleton Hendricks a crazed sadist who has psychotic ideologies on human evolution and a love for neardeath experiences Hendricks is no pushover hes a pumped up sixfoot modern primitive Someone who has tattooed and pierced their body to the very extreme When he makes his first full appearance in the film it is a truly terrifying sightHendricks main hobby in life is to share his spiritual awakenings with his kidnapped victims He visits Internet chatrooms under the name Capt Howdy and then invites people over to his house They believe theyre going to a party Instead they find themselves in a house of pain and suffering Hendricks sows their eyes and mouths shut and tortures them by sticking blades and hooks in numerous parts of their body If it sounds sick its because it isOne of Hendricks victims is Genevieve the teenaged daughter of detective Michael Gage Gage not only manages to save her but arrests Hendricks as well Four years later Hendricks is released from a mental institution completely rehabilitated to the disapproval of the community A group of rednecks led by Freddy Krueger himself actor Robert Englund decide to kill him They fail and Hendricks reverts back to his old selfThe rest of the film Ill leave to you only to say the conclusion is satisfying and will leave you in shivers With the exception of Snider the acting isnt too good but its serviceable The direction is okay too There are some humorous parts in Strangeland and they are very funny I also loved the soundtrack its awesome and worth buying if you love rock Overall this is a movie worth watching If you love lowbudget horror films with a sense of humor check it out Youll probably like it,0
Potseeking preteen Joshua Miller as Tim throws his sisters doll into the river while Daniel Roebuck as Samson howls and smokes a cigarette after killing Danyi Deats as Jamie The doll washes away but the naked young woman stays by the Rivers Edge for any passerby to see Viewing the dead body are a group of twentysomething teenagers mostly classmates of the naked corpse Stoners Keanu Reeves as Matt and Crispin Glover as Layne are found most cameraworthy The friends wonder what to do about their guilty beerguzzling killer friendVeteraninthecast Dennis Hopper as Feck keeps the youngsters heads fed Mr Hopper once killed a woman He lives with one of those lifesized sex dolls with a mouth apparently ready for action Ione Skye Leitch as Clarissa is a more living doll and she is waiting for Reeves to kiss her Their copulation is notably crosscut with a flashback to the opening strangulation An actual teenager in her first feature role Ms Leitch is the daughter of sixtiessinger Donovan Make other quirky connections on your ownYou can read a lot into the movie or not depending on your mood Some of the characters backgrounds may be a little too subtle Most obviously the killer teen was teased note his weight attitude and toiletconnected nickname Some of the characters relationships and motivations are too vaguely defined but the cast certainly keeps the material interesting and director Tim Hunter photographer Frederick Elmes and writer Neal Jimenez are obviously skilled Rivers Edge 82786 Tim Hunter Keanu Reeves Crispin Glover Dennis Hopper Joshua Miller,1
